t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad],u_velo_raw [m/s],vm_velo_raw [m/s],psi [rad],psi_hat_GNSS_f2a [rad],psi_hat_GNSS_f23 [rad],psi_hat_GNSS_a23 [rad],r_angvelo_raw [rad/s],chosen_GPS,chosen_headind_method,u_gps_raw_midship [m/s],vm_gps_raw_midship [m/s],U_gps_raw_midship [m/s]
1.6,0.9843468842583499,0.00144623581358537,-0.456784245479039,-0.0022446787547719,0.0322840375615854,-0.000207199007769776,6.8231201171875,0.0,0.6247551462797161,1.2210849270360702,0.6267120769080899,1.2574761871683302,0.00520232875318827,-0.00340549873202857,0.0349065850398866,0.0322840375615854,0.029113393035465,0.0117702946785296,-0.000872664639000881,1,1,0.00206895479490937,0.00310315922795115,0.0037296341827848
1.7,0.986961034875891,0.0017827961153538,-0.4571444179901671,-0.00230975544791804,0.0316988946106391,-0.00031331925279214,6.8231201171875,0.0,0.624843681201289,1.2210761803913601,0.62670864301009,1.2574650273216699,0.005203951669465999,-0.00298249498656376,0.0347320522811347,0.0316988946106391,0.0286217756550824,0.0117702946785296,-0.00139626337038654,1,1,0.00206786987628716,0.0038541629282277797,0.00437386073195995
1.8,0.9869878367430229,0.00220767204337047,-0.45798191393188903,-0.00239159785576403,0.0322840375615854,-0.000300788759007638,6.8231201171875,0.0,0.629894813921749,1.1861138479668898,0.631532797957155,1.2238657285669798,0.00650229483441175,-0.00320572561237002,0.0345575195223829,0.0322840375615854,0.0286217756550824,0.00871999854261207,-0.000174532921298318,1,1,0.00206895479490937,0.00210343460820108,0.0029504255785151603
1.9,0.984374241698019,0.00247942637933666,-0.45762371826110104,-0.00263592266417231,0.0328705727915757,-0.00040063642560518196,6.8231201171875,0.0,0.629966061093599,1.18621493032876,0.631704711292098,1.22502636869041,0.00520320499719233,-0.0050592898351233895,0.0345575195223829,0.0328705727915757,0.029113393035465,0.00871999854261207,-0.00139626337038654,1,1,0.00207004158404351,0.0038517387776640898,0.00437275242507858
2.0,0.9869878367430229,0.0027067065560293802,-0.45798191393188903,-0.0031688043255985302,0.0322840375615854,-0.000427962812392168,6.8231201171875,0.0,0.629969277308271,1.1862809234987899,0.632127888957264,1.2250934063123602,0.00493848520926133,-0.008451649077066999,0.034382986763631,0.0322840375615854,0.029113393035465,0.0117702946785296,-0.000698131685193272,1,1,0.00206895479490937,0.00285322803809865,0.00352441260081318
2.1,0.9869878367430229,0.00303330301236391,-0.45798191393188903,-0.0036776750135963797,0.0322840375615854,-0.00045293707610061506,6.8231201171875,0.0,0.6249993663169521,1.18636716422947,0.627498174406535,1.22594910106744,0.00623979155500332,-0.00867371216924395,0.034382986763631,0.0322840375615854,0.029113393035465,0.0117702946785296,-0.000698131685193272,1,1,0.00206895479490937,0.00285322803809865,0.00352441260081318
2.2,0.9869878367430229,0.00321033389353522,-0.45798191393188903,-0.00412127606997907,0.0322840375615854,-0.00045950301025413396,6.8231201171875,0.0,0.62500734060082,1.18642476276208,0.627848547446909,1.22647597421379,0.00493848520926133,-0.008451649077066999,0.034382986763631,0.0322840375615854,0.029113393035465,0.0117702946785296,-0.000523598763894954,1,1,0.00206895479490937,0.00260329689479946,0.00332531632568256
2.3,0.987015194182692,0.00336894407031667,-0.45882138671395006,-0.0045273481409559896,0.0328705727915757,-0.000465484202170241,6.8231201171875,0.0,0.6250187096591729,1.18647939477199,0.62817068185749,1.2275391548395,0.0049335271701327,-0.0084545442186757,0.034382986763631,0.0328705727915757,0.029113393035465,0.00871999854261207,-0.000523598763894954,1,1,0.0108534763380397,0.00312862423180868,0.0112954078370038
2.4,0.987015194182692,0.00363749022074191,-0.45882138671395006,-0.00472132781642084,0.0328705727915757,-0.0005363004405797231,6.8231201171875,0.0,0.665070000758937,1.19525023729687,0.6683287777786,1.2362226539696899,0.00623674715722014,-0.00659885618981,0.0342084540048791,0.0328705727915757,0.029113393035465,0.00871999854261207,-0.00122173048159752,1,1,0.0108534763380397,0.00412834885155875,0.0116121149176433
2.5,0.9896840633954209,0.00402567020094938,-0.46086051092679203,-0.00468144380874837,0.0334585048706673,-0.000584278216315647,6.8231201171875,0.0,0.6650953045434289,1.19521191833989,0.668174544739418,1.23734438023325,0.007797860096401141,-0.00427599155064885,0.0342084540048791,0.0334585048706673,0.0286217756550824,0.00273743336569843,-0.00104719752778991,1,1,0.0108548730530696,0.00387203614402685,0.0115247964363327
2.6,0.9923250158800959,0.00438073940174805,-0.462058179379642,-0.00464327934374649,0.0334585048706673,-0.0006442804093796389,6.8231201171875,0.0,0.655127529980029,1.21264916896252,0.658139580132021,1.2553439326598401,0.007797860096401141,-0.00427599155064885,0.0340339212461273,0.0334585048706673,0.0310683587405298,0.0183711493918357,-0.00122173048159752,1,1,0.0108548730530696,0.00412196733387935,0.0116111534181504
2.7,0.9923250158800959,0.004580370728500529,-0.462058179379642,-0.00458754350509774,0.0334585048706673,-0.0007810378465215941,6.8231201171875,0.0,0.645207184007019,1.22141896720433,0.648136980005506,1.2644612391171002,0.00649754062889921,-0.00405228145996117,0.0338593884873754,0.0334585048706673,0.0315618438603511,0.0214217301701358,-0.00209439505557982,1,1,0.0108548730530696,0.005371623003822001,0.0121112593355706
2.8,0.9949380539731959,0.0047641594666976,-0.462414392391864,-0.00449461153352391,0.0328705722665485,-0.0008721205206867929,6.8231201171875,0.0,0.645264427708765,1.22145284747747,0.6480308902673461,1.2641170180005201,0.00650029028650921,-0.0036294984588259,0.0336848536480289,0.0328705722665485,0.0315618434186991,0.0245116197645998,-0.00174532927800176,1,1,0.0108534763367907,0.004878142333708001,0.0118993370076316
2.9,0.9950802164462009,0.00501357928054491,-0.46655535614567295,-0.00457254062929449,0.0357640113406557,-0.0009547055538815949,6.8231201171875,0.0,0.6303100765291519,1.28256012538306,0.633447798580005,1.32844200723116,0.00752607987827532,-0.00518680312079245,0.0335103208892771,0.0357640113406557,0.0315618434186991,0.00872000477033796,-0.00174532927800176,1,1,0.0108603138966319,0.0048467285472374895,0.0118927370921913
3.0,0.9946611411827629,0.00514173073653788,-0.47004616864656396,-0.00459446909568828,0.0328705730751373,-0.0010295583740474901,6.8231201171875,0.0,0.630361924813424,1.2826183707196899,0.633469638439699,1.3257690160900402,0.006240850430959371,-0.00494305665444272,0.0335103208892771,0.0328705730751373,0.0291133937949668,0.00872000206096213,-0.00174532927800176,1,1,0.0108534763387142,0.004878142324932,0.0118993370057883
3.1,0.9946611411827629,0.00524575340510658,-0.47004616864656396,-0.004667116355190921,0.0328705730751373,-0.00104776800997936,6.8231201171875,0.0,0.630383490237864,1.28266361655605,0.6335197110454011,1.32596248159025,0.00623951520222508,-0.00536113884233181,0.0333357881305252,0.0328705730751373,0.0291133937949668,0.00872000206096213,-0.00122173048159752,1,1,0.0108534763387142,0.00412834884848112,0.0116121149171796
3.2,0.9946611411827629,0.00546326373927587,-0.47004616864656396,-0.0047937939311863895,0.0328705730751373,-0.000931865160869992,6.8231201171875,0.0,0.6203419619451751,1.2739579528299099,0.6234692899228621,1.3178255137536001,0.007539597655361141,-0.006003046578659001,0.0331612553717733,0.0328705730751373,0.0291133937949668,0.00872000206096213,0.000174532921298318,1,1,0.0108534763387142,0.00212889965553428,0.0110602966677374
3.3,0.9946611411827629,0.005660273934460529,-0.47004616864656396,-0.0048686805531045,0.0328705730751373,-0.00092624833088604,6.8231201171875,0.0,0.620349715414088,1.26526696843939,0.623421311120442,1.30948588315471,0.0075397208159169,-0.0055830873780653,0.0331612553717733,0.0328705730751373,0.0291133937949668,0.00872000206096213,-0.000872664639000881,1,1,0.0108534763387142,0.0036284865618827398,0.0114439443971383
3.4,0.9972747362209878,0.00596511716854794,-0.47040436431403493,-0.00495424223900355,0.032284037844893,-0.000904594874507735,6.8231201171875,0.0,0.620348597243923,1.26528228843058,0.6234045444088779,1.30940334333953,0.00884454293582538,-0.00580172628874035,0.0329867226130215,0.032284037844893,0.0286217764145504,0.00872000206096213,-0.000698131685193272,1,1,0.0166664317516239,0.000911304956563856,0.0166913278098357
3.5,1.00021995896725,0.00611199791666715,-0.464809730048997,-0.0049771486763743895,0.0328705727915757,-0.000901562800325526,6.8231201171875,0.0,0.5903586967384951,1.23919075417352,0.593191914906133,1.28485030519647,0.007539597066531491,-0.00516212802996284,0.0329867226130215,0.0328705727915757,0.0315618434186991,0.0245116169842408,-0.000872664639000881,1,1,0.0166663770236119,0.00115146071752722,0.016706106215308998
3.6,1.00021995896725,0.00612411064138045,-0.464809730048997,-0.004933745357294171,0.0328705727915757,-0.00101486913191169,6.8231201171875,0.0,0.590419533430497,1.2392470814124,0.593200909247426,1.28487398549878,0.00623951460999561,-0.00452022029241544,0.0328121898542696,0.0328705727915757,0.0315618434186991,0.0245116169842408,-0.00209439505557982,1,1,0.0166663770236119,0.00290097867406826,0.0169169678240687
3.7,1.00021995896725,0.0061350756204666896,-0.464809730048997,-0.00489445473546858,0.0328705727915757,-0.00100135773096555,6.8231201171875,0.0,0.620419716966474,1.2391947373316898,0.6231511577173879,1.2841806193033503,0.00623951460999561,-0.00452022029241544,0.0326376570955177,0.0328705727915757,0.0291133925954818,0.00871999583323446,-0.000872664639000881,1,1,0.0166663770236119,0.00115146071752722,0.016706106215308998
3.8,1.00021995896725,0.00602146049660643,-0.464809730048997,-0.0048378921147804,0.0328705727915757,-0.000989127512482217,6.8231201171875,0.0,0.6054183216765681,1.27405597131363,0.608383514331552,1.31894530419477,0.00493955473885232,-0.00429927170125622,0.0326376570955177,0.0328705727915757,0.0291133925954818,0.00871999583323446,-0.000872664639000881,1,1,0.0166663770236119,0.00115146071752722,0.016706106215308998
3.9,0.9997876988260609,0.00593430233462404,-0.467452480093305,-0.00456912291694274,0.029384926440162003,-0.0011439520259245,6.8231201171875,0.0,0.605495930360353,1.2740852230659099,0.608225389698492,1.3152290994235902,0.00494429209407615,-0.0022103516236793397,0.032288591578013996,0.029384926440162003,0.0266590649335157,0.0117702919334437,-0.00261799398202122,1,1,0.016666618050229,0.0037088659118812203,0.0170743036046725
4.0,0.9997876988260609,0.00613679614247704,-0.467452480093305,-0.00413610071726176,0.029384926440162003,-0.0012840802791197802,6.8231201171875,0.0,0.6105369067576031,1.25649100496496,0.61269469426651,1.29792797241586,0.008064382185181759,-1.4060852752405999e-05,0.032288591578013996,0.029384926440162003,0.0266590649335157,0.0117702919334437,-0.00261799398202122,1,1,0.016666618050229,0.0037088659118812203,0.0170743036046725
4.1,0.999812510064117,0.00631787400246645,-0.468288280546242,-0.0037478875411005603,0.0299688430965623,-0.00139430839389879,6.8231201171875,0.0,0.620576162349976,1.2912746484526298,0.622574205340432,1.33323545287755,0.00806437260000567,-1.87697771692355e-05,0.0321140588192622,0.0299688430965623,0.0266590649335157,0.00871999583323446,-0.00244346096319503,1,1,0.016666591793,0.0034492027204262197,0.0170197614965983
4.2,1.00245346254225,0.0063358384561208,-0.469485948996128,-0.0035372024420915796,0.0299688430965623,-0.0014940660602474698,6.8231201171875,0.0,0.620635518039321,1.29130652855979,0.622414373156811,1.33319496704689,0.00650680637626106,-0.0015321098367073699,0.0319395260605103,0.0299688430965623,0.0266590649335157,0.00871999583323446,-0.00244346096319503,1,1,0.016666591793,0.0034492027204262197,0.0170197614965983
4.3,1.00245346254225,0.0064758877038867705,-0.469485948996128,-0.0033673650383249302,0.0299688430965623,-0.00148476586087204,6.8231201171875,0.0,0.600640121239355,1.30003228290909,0.602273108278544,1.3424362636430502,0.00780862334938863,-0.00175115955668214,0.0317649933017584,0.0299688430965623,0.0266590649335157,0.00871999583323446,-0.00139626337038654,1,1,0.016666591793,0.0019496157675244602,0.0167802349100206
4.4,1.00506960378234,0.00648081873278621,-0.46984781699308,-0.0032289900677180197,0.029384926440162003,-0.00155933772441581,6.8231201171875,0.0,0.585686527505523,1.3000742258467,0.587175181905646,1.342121802643,0.00650904055810881,-0.0019482672219819199,0.031590458462412006,0.029384926440162003,0.0266590649335157,0.0117702919334437,-0.0022689279443688396,1,1,0.016666618050229,0.00320900334596301,0.0169727387214503
4.5,1.0050944150204,0.006333729676288679,-0.47068361744601706,-0.00337269130382021,0.0299688430965623,-0.00152723043883844,6.8231201171875,0.0,0.585663506253334,1.30007946120156,0.5873361700620611,1.34251889524661,0.0049521318895295605,-0.00470400282061016,0.0314159257036601,0.0299688430965623,0.0266590649335157,0.00871999583323446,-0.00122173048159752,1,1,0.016666591793,0.0016996846707785802,0.0167530358435292
4.6,1.0050944150204,0.00632615366327688,-0.47068361744601706,-0.00355999832461696,0.0299688430965623,-0.0015645722859300199,6.8231201171875,0.0,0.5856797512757429,1.2913945429531999,0.587475440689594,1.3339030831709902,0.0062540715096073,-0.0053421353715616205,0.0312413929449082,0.0299688430965623,0.0266590649335157,0.00871999583323446,-0.0019198621667907898,1,1,0.004544595174117329,-0.00423581972787411,0.006212528797813179
4.7,1.0050944150204,0.0063192979386766,-0.47068361744601706,-0.00372949715576747,0.0299688430965623,-0.0016481632778592,6.8231201171875,0.0,0.5857178383284001,1.29144391147342,0.5876810653344019,1.33398634721977,0.0062540715096073,-0.0053421353715616205,0.0310668601861564,0.0299688430965623,0.0271497871718631,0.0117702919334437,-0.00244346096319503,1,1,0.004544595174117329,-0.00348602625142323,0.00572762815851574
4.8,1.0050944150204,0.00643692494705923,-0.47068361744601706,-0.00394357381781966,0.0299688430965623,-0.00159100386221222,6.8231201171875,0.0,0.5756867856059399,1.26533290754737,0.5776284285432479,1.30844546145612,0.00755601112968703,-0.00598026792251374,0.0308923274274045,0.0299688430965623,0.0271497871718631,0.0117702919334437,-0.00104719752778991,1,1,0.004544595174117329,-0.005485475490923371,0.0071234673199314594
4.9,1.0050944150204,0.0065676805791691295,-0.47068361744601706,-0.00401228369125437,0.0299688430965623,-0.0016720851774584301,6.8231201171875,0.0,0.5507335444151801,1.25670190054659,0.552632284261516,1.3006556532305,0.007811638304225691,-0.0046659624389118,0.0305432619099008,0.0299688430965623,0.0271497871718631,0.0117702919334437,-0.00244346096319503,1,1,0.004544595174117329,-0.00348602625142323,0.00572762815851574
5.0,1.0107837689059498,0.00679781007612675,-0.469600403860396,-0.00415489934111308,0.0328705727915757,-0.0017454558669491198,6.8231201171875,0.0,0.5507736777952851,1.2567652641698501,0.552735451767173,1.3040522934138,0.00909814852766905,-0.00533051776212496,0.0305432619099008,0.0328705727915757,0.0296060007438042,0.0117702946785296,-0.00244346096319503,1,1,0.00452430730690437,-0.0034991840124708198,0.00571958436955341
5.1,1.0107837689059498,0.007017489417585079,-0.469600403860396,-0.00402859094655673,0.0328705727915757,-0.00179524756684593,6.8231201171875,0.0,0.550793987693065,1.2741983054423998,0.552706143920374,1.32174540869212,0.00910735165590225,-0.0028269889096358,0.0303687291511489,0.0328705727915757,0.0296060007438042,0.0117702946785296,-0.0022689279443688396,1,1,0.00452430730690437,-0.0037491152954299205,0.00587581671818777
5.2,1.0077607277776701,0.00722503471456749,-0.472719067844439,-0.00409593650318095,0.0305541543464309,-0.00184030375247684,6.8231201171875,0.0,0.5508211225713651,1.27424885616136,0.5527345014908521,1.31983595221576,0.00911083858951575,-0.00489134420151828,0.030194196392397007,0.0305541543464309,0.0271497876110451,0.00871999854261207,-0.0022689279443688396,1,1,0.00454050596031114,-0.0037386163404083297,0.00588161937874164
5.3,1.01037631997668,0.00740684185689647,-0.47307895434579206,-0.00412739806970056,0.0299688430965623,-0.0018810746516178898,6.8231201171875,0.0,0.5508457141677839,1.2742924459024698,0.5527336204352911,1.3195937301121399,0.00911357734055146,-0.004466927856662571,0.0298451308748933,0.0299688430965623,0.0266590653718131,0.00871999854261207,-0.0022689279443688396,1,1,0.004544595174117329,-0.00373595753438234,0.0058830879642683106
5.4,1.01040168025582,0.00744289951177678,-0.47391673629432596,-0.0041829840927014,0.0305541543464309,-0.00180175525146156,6.8231201171875,0.0,0.5608268804861961,1.28302459301045,0.5628276185171409,1.32866598075786,0.007808905925982791,-0.0046705338791757,0.0296705981161414,0.0305541543464309,0.0246876885358958,-0.00730648452935712,-0.00104719752778991,1,1,0.00454050596031114,-0.00548813429694937,0.007122907583071179
5.5,1.01040168025582,0.00747776134098765,-0.47391673629432596,-0.004229551036590021,0.0305541543464309,-0.00189599929992417,6.8231201171875,0.0,0.5608752915679139,1.2830754466783,0.562908529458343,1.32876944036068,0.007809395932620629,-0.00467253437308346,0.0294960653573896,0.0305541543464309,0.0251774990987295,-0.00434011341495233,-0.00279252674077309,1,1,0.00454050596031114,-0.00298882286395745,0.00543592278162004
5.6,1.0130426327339601,0.00775692340184002,-0.4751144047442129,-0.00431341143126972,0.0305541543464309,-0.00191487118682902,6.8231201171875,0.0,0.560888296765235,1.28310505775397,0.562923316792119,1.32929408436831,0.010412527127389,-0.0051111558520462,0.0293215305180431,0.0305541543464309,0.0251774990987295,-0.00434011341495233,-0.00209439505557982,1,1,0.00454050596031114,-0.00398854743715422,0.0060435672441076106
5.7,1.0130426327339601,0.008009532086208191,-0.4751144047442129,-0.00438929518103842,0.0305541543464309,-0.0017991314167082198,6.8231201171875,0.0,0.560836677909556,1.2568721273948302,0.5626360123722379,1.3036030468428401,0.010412527127389,-0.0051111558520462,0.0289724650005394,0.0305541543464309,0.0251774990987295,-0.00434011341495233,-0.000698131685193272,1,1,0.0115797596989449,-0.006669069701752721,0.0133629085670802
5.8,1.0156835852121,0.008238112791572029,-0.47631207319410207,-0.00445796091630864,0.0305541543464309,-0.0018272178545430699,6.8231201171875,0.0,0.5608528721718891,1.25689917752504,0.562648171038871,1.3040341370758601,0.010412527127389,-0.0051111558520462,0.0289724650005394,0.0305541543464309,0.0256683026193636,-0.00133395723934382,-0.00209439505557982,1,1,0.0115797596989449,-0.00466962055535919,0.0124858396119901
5.9,1.0156835852121,0.00856885062997127,-0.47631207319410207,-0.0047385533567168205,0.0305541543464309,-0.00185263269984165,6.8231201171875,0.0,0.5308662172289761,1.33542446210595,0.5335904874585851,1.38386527773365,0.0117150416849919,-0.0074077291316790705,0.0289724650005394,0.0305541543464309,0.0256683026193636,-0.00133395723934382,-0.00209439505557982,1,1,0.0115797596989449,-0.00466962055535919,0.0124858396119901
6.0,1.01832453769024,0.00871989420994642,-0.477509741643989,-0.00509645868994171,0.0305541543464309,-0.00190883453121095,6.8231201171875,0.0,0.530887968665148,1.3354219275141799,0.533934638055932,1.38429887272167,0.0101567137631314,-0.00850107463622245,0.0286233994830357,0.0305541543464309,0.0231964835267895,-0.0177693614616736,-0.00244346096319503,1,1,0.0115797596989449,-0.0041697581756542,0.0123076284445357
6.1,1.01820319002384,0.008872517357307921,-0.473340584232377,-0.0054344480089171,0.0276414975816441,-0.00181026990036163,6.8231201171875,0.0,0.530834944279498,1.3353833319980901,0.534183857948185,1.3817799311761103,0.0101835041874858,-0.00889140969968552,0.0286233994830357,0.0276414975816441,0.0231964835267895,-0.0013339604327031699,-0.000872664639000881,1,1,0.0116020471140723,-0.00638537816481591,0.0132431322407073
6.2,1.02096549016838,0.009252285017039159,-0.4787074100938761,-0.00550874232419175,0.0305541543464309,-0.0019867177636989997,6.8231201171875,0.0,0.550922606119813,1.33548768686491,0.5542573943129971,1.3848097615117498,0.0130157827198785,-0.00596986255529691,0.0282743339655319,0.0305541543464309,0.022707601348962003,-0.0206866179580285,-0.0036651913147553897,1,1,0.0115797596989449,-0.0024202403122197697,0.0118299787765744
6.3,1.02094012988925,0.00961354515386412,-0.47786962814534095,-0.005586845072338979,0.0299688430965623,-0.00219618837136421,6.8231201171875,0.0,0.581002628768771,1.29191277935753,0.5838576531586529,1.34054161539647,0.0130193973648113,-0.00638132608005232,0.0280998012067801,0.0299688430965623,0.0231964835267895,-0.0148121885792671,-0.00418879011115963,1,1,0.0115842463467001,-0.0016636677589100801,0.0117031001804253
6.4,1.02096549016838,0.009934220609396159,-0.4787074100938761,-0.00570819550004134,0.0305541543464309,-0.0022529147123094397,6.8231201171875,0.0,0.581032327904791,1.29194348882302,0.583919412812541,1.34172448841504,0.0130157833069579,-0.00680903003934612,0.0279252684480282,0.0305541543464309,0.0256683026193636,-0.00133395723934382,-0.00279252674077309,1,1,0.0115797596989449,-0.0036698959821624202,0.0121473853649746
6.5,1.02099140319008,0.0103477274136389,-0.479547179728382,-0.0059198144546617395,0.0311408647894094,-0.0023208474101283198,6.8231201171875,0.0,0.556065545876926,1.25719125577607,0.5586483536982719,1.30939324549754,0.0143131007832674,-0.00787741315827731,0.0275762029305245,0.0311408647894094,0.0261601018831132,-0.00133395723934382,-0.00296705975959928,1,1,0.0115752583444715,-0.00342675734484488,0.0120718379562396
