t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad]
0.0,1.82412318230025,0.0103768116574531,1.08791747718422,0.0335534159472628,0.0310682834116249,0.001287453409621,10,0.0,2.190475214023,5.41904565594415,2.20945554764898,5.43668126561353
0.1,1.83298959648442,0.0103656938531203,1.10372652911391,0.033374492911689,0.0335089948364578,0.0013923962237578,10,-0.0097912971036881,2.64047950379755,5.52377913270581,2.65612715729882,5.545486436554
0.2,1.83289888986465,0.0101808139331451,1.10651348316309,0.0331096170863444,0.0315617670381945,0.0014928423348677,10,-0.0195825942073764,2.65551579839824,5.51504062304579,2.67137988136482,5.53503814832199
0.3,1.83551771680463,0.0099920092028577,1.10602213873636,0.0326837666065941,0.0310682819767896,0.0015876767381705,10,-0.0293738913110646,2.57553888613354,5.52372895769725,2.59098018675217,5.54299095614362
0.4,1.83553984259519,0.0096934698860562,1.10531581459875,0.0322094138624778,0.0315617670381945,0.001676030102888,10,-0.0489564855184409,2.57556126998382,5.52372237399243,2.59089426692965,5.54368365428217
0.5,1.83289888986465,0.0095611424734789,1.10651348316309,0.0315464397975501,0.0315617670381945,0.0017570139401139,10,-0.0489564855184409,2.39058831186602,5.51498558183988,2.4058231006519,5.53434590362646
0.6,1.83329044663085,0.0094622824013775,1.11064939007658,0.030575128389163,0.0340043301761301,0.0018298504684421,10,-0.0587477826221291,2.3906107269691,5.51497680626482,2.40523547519206,5.53709344372591
0.7,1.83053484754185,0.0093557001470962,1.11534292878963,0.0293101112256782,0.0315617670381945,0.001893904663327,10,-0.0685390797258173,2.4155953448283,5.51499804650765,2.42944239948041,5.53516399953983
0.8,1.83053484754185,0.0093228264814912,1.11534292878963,0.0279816104414695,0.0315617670381945,0.0019486506236789,10,-0.0783303768295055,2.33559909853293,5.49754168157725,2.34903922557438,5.51779883430733
0.9,1.83345270697029,0.0090743176947139,1.12177703877819,0.0262061511318599,0.0315617665595516,0.0019938145350175,10,-0.0881216739331937,2.33555786793988,5.49758835503832,2.34795962946583,5.51839705958481
1.0,1.83345270697029,0.0091145827655644,1.12177703877819,0.025702777961843,0.0315617665595516,0.002029229624908,10,-0.0881216739331937,2.38562545190762,5.39286711961576,2.40015355716298,5.41462428960917
1.1,1.83345270697029,0.0087935613772828,1.12177703877819,0.0247508524188743,0.0315617665595516,0.0020548117748229,10,-0.0979129710368819,2.38564907142177,5.39285772573193,2.39961800868917,5.41497512673305
1.2,1.83646127409719,0.008531722425276,1.12542419475352,0.0236807930972144,0.0335089941207645,0.0020706612284008,10,-0.10770426814057,2.38566836238773,5.39285093352644,2.3989496375775,5.41728603512454
1.3,1.83910222683078,0.0082594135859071,1.12422652618779,0.0228219283149713,0.0335089941207645,0.0020771985352069,10,-0.10770426814057,2.45068866532235,5.37543029683728,2.46381441937385,5.40050812882821
1.4,1.83646127409719,0.0080030707468019,1.12542419475352,0.0220431299930191,0.0335089941207645,0.0020747348201539,10,-0.10770426814057,2.54569898357236,5.37539600187961,2.55834904098002,5.40105892362908
1.5,1.83910222683078,0.0080113264318443,1.12422652618779,0.0215024112583996,0.0335089941207645,0.002063903234978,10,-0.117495565244258,2.54570108411159,5.37539578472662,2.55791099691837,5.40118749538214
1.6,1.83910222683078,0.0081099476383721,1.12422652618779,0.0207933733176252,0.0335089941207645,0.0020454092965679,10,-0.117495565244258,2.68569613158485,5.34056020503221,2.69795239750352,5.36703194208698
1.7,1.83910222683078,0.0083171528684882,1.12422652618779,0.0198922293027015,0.0335089941207645,0.0020200947766812,10,-0.117495565244258,2.68565043669998,5.34058887393137,2.69708871592466,5.36716663555366
1.8,1.83910222683078,0.0085080634519751,1.12422652618779,0.0190619513719836,0.0335089941207645,0.0019888996043635,10,-0.127286862347946,2.6956126930872,5.33188645796459,2.70644738715586,5.35862521709022
1.9,1.83910222683078,0.0086841281663308,1.12422652618779,0.018140697353295,0.0335089941207645,0.0019528493085549,10,-0.127286862347946,2.56556874221058,5.3318853431867,2.57558129126803,5.35840345901434
2.0,1.84214114510105,0.0090063627103949,1.12717605525141,0.0173759647980558,0.0359438277489852,0.0019129531111937,10,-0.137078159451635,2.56553343287497,5.3319174668497,2.57475410047856,5.36091164386423
2.1,1.8420200894529,0.0092199578618568,1.1306606360702,0.0166858908508948,0.033508992689377,0.0018704719083552,10,-0.137078159451635,2.56550449317809,5.3319451517114,2.5740494189165,5.35856838936063
2.2,1.84204402924478,0.0095828740985893,1.12995171826604,0.0159728392310111,0.0340043292211509,0.0018265225931474,10,-0.146869456555323,2.56047230263771,5.3058116679744,2.56869978014838,5.33300856864536
