t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad],u_velo_raw [m/s],vm_velo_raw [m/s],psi [rad],psi_hat_GNSS_f2a [rad],psi_hat_GNSS_f23 [rad],psi_hat_GNSS_a23 [rad],r_angvelo_raw [rad/s],chosen_GPS,chosen_headind_method,u_gps_raw_midship [m/s],vm_gps_raw_midship [m/s],U_gps_raw_midship [m/s]
1.3,-4.99398587899905,0.0190926675484902,-0.713820591637605,-0.00192853223895607,0.0138340284325593,-0.00100234268795987,10,0.020629791758573,1.6244772158569,3.47299976997955,1.6422778456661,3.48184129292103,0.0174394221597824,5.37472842118217e-06,-0.00139626337038654,0.0138340284325593,0.00976473746904971,-0.011562538573789,-0.00104719752778991,1,1,0.0242956210415452,0.00739219645794112,0.0253953100053371
1.4,-4.99398587899905,0.0189685084060243,-0.713820591637605,-0.00168519730159455,0.0138340284325593,-0.00101870549798892,10,0.020629791758573,1.62448814807677,3.47298826300699,1.64223601013191,3.4820012314892,0.0176262652885311,0.000945415623336122,-0.00157079638921273,0.0138340284325593,0.00976473746904971,-0.011562538573789,-0.00314159277842547,1,1,0.0242956210415452,0.0103913704568512,0.026424567768762
1.5,-4.99133361709064,0.0189650790250012,-0.715819535998791,-0.00148710376905612,0.0143936345187032,-0.00103255370385119,10,0.0309446876378595,1.62450302420319,3.47297706559803,1.64229426532982,3.48267172002411,0.0189388470120708,0.000717500330134815,-0.00174532927800176,0.0143936345187032,0.00929987104789798,-0.0170337357317412,-0.00174532927800176,1,1,0.0242989147773718,0.00837832422489086,0.0257027931590201
1.6,-4.98876387250034,0.0190831837546489,-0.711268600076,-0.00108836488074476,0.0103789354561374,-0.0010440334695782,10,0.0309446876378595,1.62451458984129,3.455514129684,1.64267011245711,3.46159845031793,0.0202469994480518,0.00225513855793998,-0.00191986216679079,0.0103789354561374,0.00837291990140421,-0.00193830445032384,-0.00174532927800176,1,1,0.0242751165516391,0.00847582941487587,0.025712272709073
1.7,-4.98580731395927,0.0194359896100395,-0.708184948017402,-0.00078947486937757,0.0127187963387116,-0.00105329635715411,10,0.0309446876378595,1.53951161579916,3.4642335907525,1.55803488122669,3.47243724184429,0.0230628512478954,0.00271629845828621,-0.00226892794436884,0.0127187963387116,0.0117315269334124,0.00654844351279116,-0.00383972433358158,1,1,0.024289034306819,0.0114181864300992,0.0268390046184714
1.8,-4.98613849848669,0.0194958375117047,-0.710880818599894,-0.000832178729703271,0.00927172431253154,-0.00106055205078129,10,0.0412595835171459,1.56453230424044,3.47295951603444,1.58301011966779,3.47765382468587,0.020072601451557,-0.00193756069033329,-0.00244346096319503,0.00927172431253154,0.00778953678726135,-0.00019613149529385,-0.00157079638921273,1,1,0.0242684844061531,0.00825277232884104,0.0256333296019729
1.9,-4.98313385011194,0.0196805639107781,-0.711780761877386,-0.000705245794512097,0.0143936331005665,-0.00106614227987569,10,0.0412595835171459,1.57954287707154,3.446780585592,1.59840111498333,3.45699048247134,0.0215676072421666,0.00155605666411579,-0.00261799398202122,0.0143936331005665,0.0102305343288698,-0.0115625325647086,-0.00139626337038654,1,1,0.0242989147690345,0.00787846187964505,0.0255442247982166
2,-4.98042724674087,0.0198522379000642,-0.71712253215015,-0.000591711540396575,0.0172879232158516,-0.0010703007562771,10,0.0515744793964324,1.57956087472778,3.44677405053337,1.59859783895444,3.45991962356,0.0215705295646095,0.00109390325090975,-0.00279252674077309,0.0172879232158516,0.0121982936486045,-0.0143152866799945,0.00139626337038654,1,1,0.0243158285388156,0.00380921095223996,0.0246123872391068
2.1,-4.97779998748102,0.0199930050808649,-0.717515139469143,-0.00058590793891556,0.0167256484960185,-0.00107324299787664,10,0.0412595835171459,1.54958478812645,3.44675609816974,1.56873369862242,3.45924285895353,0.021371806330147,-0.000638521066340626,-0.00279252674077309,0.0167256484960185,0.0117315269334124,-0.0143152866799945,0.000349065842596636,1,1,0.0231015716325409,-0.010055878076514,0.0251953030500357
2.2,-4.97523313986847,0.0200014014944778,-0.713773110724122,-0.000693546177989982,0.0132757495548776,-0.00107520635212267,10,0.0412595835171459,1.55960341154078,3.46420654040561,1.57859331893051,3.47299543065178,0.0200647957271543,-0.00241764197453321,-0.00279252674077309,0.0132757495548776,0.00883593247978953,-0.01431528070136,0.000349065842596636,1,1,0.0231344013808636,-0.00997612328024109,0.0251937207048398
2.3,-4.97523313986847,0.0201301321824948,-0.713773110724122,-0.00103045598762018,0.0132757495548776,-0.00107644651198226,10,0.0412595835171459,1.55960256825458,3.46420925943572,1.57861005875976,3.4727670486564,0.0213809075496052,-0.00430394498480283,-0.00279252674077309,0.0132757495548776,0.00883593247978953,-0.01431528070136,-0.000872664639000881,1,1,0.0231344013808636,-0.00822660523059345,0.0245535651356566
2.4,-4.97522230369995,0.0202465074315165,-0.714572490595038,-0.00134829466209514,0.0138340270157362,-0.00107709877224326,10,0.0412595835171459,1.58462543401415,3.42929485822885,1.60389720397126,3.43868923252084,0.0213785014223187,-0.00431588079224716,-0.00279252674077309,0.0138340270157362,0.00929987080966277,-0.01431528070136,0.000349065842596636,1,1,0.02312910739302,-0.00998903721768085,0.0251939769257271
2.5,-4.9725921877893,0.0203532956706345,-0.714970778993076,-0.00138355878271597,0.0132757495548776,-0.00107745438365255,10,0.0412595835171459,1.62965741476328,3.39438468028624,1.64923648200948,3.40372011700714,0.0213764224867734,-0.00183287086942318,-0.00279252674077309,0.0132757495548776,0.00883593247978953,-0.01431528070136,-0.000698131685193272,1,1,0.0231344013808636,-0.00847653642044594,0.0246384292709184
2.6,-4.97000029720355,0.0205942479499843,-0.712020498620944,-0.00110294807563586,0.0103789337529114,-0.00107754580944068,10,0.0412595835171459,1.62966450617361,3.3943810134117,1.64953884408323,3.40095197367157,0.0228753788469775,0.00103012491649615,-0.00279252674077309,0.0103789337529114,0.00640068043561715,-0.01431528070136,-0.000349065842596636,1,1,0.0231617552584808,-0.00890934294109097,0.0248161902453968
2.7,-4.96439242654227,0.0207890181769983,-0.710932004753694,-0.00120124083796993,0.0132757492717752,-0.00107766771996828,10,0.0412595835171459,1.7646905761875,3.38567043042886,1.78476423177862,3.39544675630675,0.022691017744884,-0.00157231957012575,-0.00296705975959928,0.0132757492717752,0.00883593224174084,-0.01431528070136,-0.00191986216679079,1,1,0.0231344013835464,-0.0067270183642489,0.0240925985200429
2.8,-4.96728813762657,0.0211086487188466,-0.718966772208371,-0.00119100195300261,0.0143936336014894,-0.00107787791272653,10,0.0412595835171459,1.75970474206239,3.39438616403208,1.78001972508288,3.40513669527819,0.0241859421795096,-0.000870050140581313,-0.00314159277842547,0.0143936336014894,0.00686270527078814,-0.0323291528314356,-0.00226892794436884,1,1,0.0231237935669623,-0.00625301182907772,0.0239543312547454
2.9,-4.96174063828209,0.0215248344687408,-0.712929053610019,-0.00105653656550447,0.0138340272321036,-0.00107820865333913,10,0.0515744793964324,1.66971600633062,3.3943814647091,1.6904567464814,3.40439773993485,0.0255028191395157,0.000117672669350348,-0.00349065855600352,0.0138340272321036,0.00929987098663498,-0.01431528070136,-0.00191986216679079,1,1,0.0231291073909669,-0.00673993231324244,0.0240911248448463
3,-4.9590996838488,0.0219013424630905,-0.714126722235503,-0.000945186756646589,0.0138340267323709,-0.00107876772152414,10,0.0515744793964324,1.7847207863701,3.35072562778935,1.80609958640011,3.36150981894227,0.0255016539341418,0.000119582018469689,-0.00366519131475539,0.0138340267323709,0.00883593224174084,-0.0170337297833492,-0.00157079638921273,1,1,0.0231291073957089,-0.00723979449517585,0.0242357222556832
3.1,-4.95645873176681,0.0222426179033143,-0.715324390505739,-0.000882440423519538,0.0138340267323709,-0.00107957573943174,10,0.0515744793964324,1.78473220844174,3.35072273002142,1.80644559073811,3.36150432008091,0.0255029312509306,-0.000283004650251032,-0.00383972433358158,0.0138340267323709,0.00883593224174084,-0.0170337297833492,-0.00122173048159752,1,1,0.0231291073957089,-0.00773965687488084,0.0243897088433447
3.2,-4.95644742194151,0.0225514488664466,-0.716125666594585,-0.00107244578874435,0.0143936328169392,-0.00108062698745377,10,0.0618893752757189,1.7847392436533,3.35072146165897,1.80670831600858,3.36192527429693,0.0255042684187468,-0.00276740216337153,-0.00383972433358158,0.0143936328169392,0.00929987057142845,-0.0170337297833492,-0.00122173048159752,1,1,0.0231237935744172,-0.00775259857762448,0.0243887804938673
3.3,-4.95111355929911,0.0229529956721153,-0.721860044595008,-0.00130729744604829,0.0167256484960185,-0.00108181508493393,10,0.0618893752757189,1.75977073881367,3.35947542325767,1.78202415643905,3.37268242691484,0.0268081340213522,-0.00304607065421641,-0.00383972433358158,0.0167256484960185,0.00883593224174084,-0.0323291528314356,-0.000698131685193272,1,1,0.0273639365171643,-0.00377729746483372,0.027623413942763
3.4,-4.95111355929911,0.0233190455715345,-0.721860044595008,-0.00147252793658496,0.0167256484960185,-0.00108309000494929,10,0.0618893752757189,1.75977809544603,3.3594742359201,1.78234646231334,3.37254778346254,0.0268092888085473,-0.00304798145551468,-0.00401425735240777,0.0167256484960185,0.00883593224174084,-0.0323291528314356,-0.000349065842596636,1,1,0.0273639365171643,-0.0042771597514321,0.0276961931906655
3.5,-4.94853587552084,0.0236547842841552,-0.71891739531644,-0.00143313938940446,0.0138340267323709,-0.00108436228408378,10,0.0618893752757189,1.8097990001481,3.33329429129217,1.83285469590969,3.34388801593583,0.026814997454062,-0.00170045394455246,-0.00401425735240777,0.0138340267323709,0.00883593224174084,-0.0170337297833492,-0.000523598763894954,1,1,0.0273776354374295,-0.00394808259256468,0.0276608437742327
3.6,-4.94303696178453,0.0240847239059815,-0.708733625651318,-0.00155492741463984,0.0103789340367821,-0.00108550557615958,10,0.0618893752757189,1.7898100273694,3.324561559501,1.81331314313323,3.33166756584702,0.0281351417328065,-0.00349402005345593,-0.00401425735240777,0.0103789340367821,0.0108007807332633,0.0129542925467934,-0.00226892794436884,1,1,0.0273937035899001,-0.00135415108529697,0.0274271529972237
3.7,-4.94038753138647,0.0244691679755719,-0.7107268472201,-0.00175222675017357,0.0109345195705213,-0.00108635424718918,10,0.0618893752757189,1.78981496668457,3.32456092311397,1.81365606580197,3.33207793865169,0.0281391761347433,-0.00350400914151182,-0.00401425735240777,0.0109345195705213,0.00837291871209156,-0.00469806188423161,-0.000349065842596636,1,1,0.0273911418597651,-0.00411861244922623,0.0276990545125406
3.8,-4.93774657930352,0.0250838215237759,-0.711924515490767,-0.00140014769063532,0.0109345195705213,-0.00108678373173736,10,0.0618893752757189,1.80979058219176,3.34202612933373,1.83420749474313,3.34947515359699,0.0309368909940325,0.0019525429438229,-0.00418879011115963,0.0109345195705213,0.00837291871209156,-0.00469806188423161,-0.00104719752778991,1,1,0.0273911418597651,-0.00311888787602946,0.0275681358449391
3.9,-4.93213634816246,0.0254940369994319,-0.710839848176152,-0.00149773169132022,0.013834026165642,-0.00108664927930812,10,0.0618893752757189,1.81979410697114,3.30713699324295,1.84479543785206,3.31788135011968,0.0294392421142303,-0.00173441013614953,-0.00436332312998582,0.013834026165642,0.00837291799850504,-0.0197184833681032,-0.00244346096319503,1,1,0.027377635440092,-0.00119883990765127,0.0274038708837777
4,-4.92943212780496,0.0261330679589857,-0.716177832379504,-0.00131267465822583,0.0167256468004655,-0.00108580182033657,10,0.0722042711550054,1.70475659469157,3.3245270863391,1.73032263947785,3.33774594287079,0.0322583946417695,0.00115061529568037,-0.00453785588873769,0.0167256468004655,0.00837291799850504,-0.0349354203409924,-0.000523598763894954,1,1,0.0273639365252639,-0.00402722856173591,0.0276586983071716
4.1,-4.9267911757218,0.0267152920169712,-0.717375500650269,-0.00111639097477461,0.0167256468004655,-0.00108405201678452,10,0.0722042711550054,1.71477754226961,3.3507132864902,1.74078646254611,3.3636116775374,0.032256907852152,0.000751839568917694,-0.0047123891676382,0.0167256468004655,0.00837291799850504,-0.0349354203409924,-0.00157079638921273,1,1,0.0273639365252639,-0.00252764156228085,0.0274804292911527
4.2,-4.92415022363864,0.0273668970821262,-0.718573168921034,-0.000959685631791789,0.0167256468004655,-0.0010813081958465,10,0.0722042711550054,1.71478119580147,3.35071227830592,1.7414556665452,3.36362350799063,0.0335682302752133,0.000531680990323561,-0.0047123891676382,0.0167256468004655,0.00837291799850504,-0.0349354203409924,-0.00157079638921273,1,1,0.0273639365252639,-0.00252764156228085,0.0274804292911527
4.3,-4.92152248089115,0.0279574022641659,-0.718967674880143,-0.000567660362099656,0.0161647034069226,-0.00107746437302821,10,0.0722042711550054,1.71476767502494,3.35071356698515,1.74211315617963,3.36321410351202,0.0335716815630322,0.00301684052235637,-0.0047123891676382,0.0161647034069226,0.0088359308134478,-0.0296897391491433,-0.000698131685193272,1,1,0.0443742926756792,0.00349586223071751,0.0445117838690273
4.4,-4.92150927155548,0.0284910124637375,-0.719770837191798,-0.000280597843178437,0.0167256468004655,-0.00107242557054127,10,0.0722042711550054,1.79478658906745,3.3333010018097,1.82281865258646,3.34688536156869,0.0335716639789502,0.00260017842636708,-0.00488692192639007,0.0167256468004655,0.0088359308134478,-0.0323291528314356,0.000174532921298318,1,1,0.0443756858861825,0.00222131465649317,0.0444312473004336
4.5,-4.91892027791149,0.0289747594371589,-0.717629466335323,2.33676274000904e-05,0.0143936327506073,-0.00106617572341518,10,0.0722042711550054,1.83478641941821,3.35075836217703,1.86324925693091,3.3619233392539,0.0335721097980106,0.002283395679305,-0.00506145468514193,0.0143936327506073,0.0088359308134478,-0.0197184857535648,-0.00157079638921273,1,1,0.044369802247621,0.00482410413863502,0.0446312819918203
4.6,-4.91366051738695,0.029393572930891,-0.718424147272506,-0.000289054687441963,0.0132757487055695,-0.00105858452265408,10,0.0722042711550054,1.98478752210185,3.32456979230112,2.01375751765279,3.33503763201769,0.0333788045454406,-0.0035697833576788,-0.00506145468514193,0.0132757487055695,0.00837291799850504,-0.0170337357317412,-0.000698131685193272,1,1,0.0443668962819797,0.00362404695739208,0.0445146627758239
4.7,-4.90804081087773,0.0297707266155266,-0.717324239606958,-0.000687003376636359,0.0161647039715882,-0.00104967665245162,10,0.0722042711550054,1.95479474201035,3.31583792423925,1.98411832638702,3.3290488633278,0.0333681373177133,-0.00366525079527247,-0.00523598796404245,0.0161647039715882,0.00837291752277891,-0.0323291588574979,-0.000872664639000881,1,1,0.0443742926770887,0.00374579339551337,0.044532109974195
4.8,-4.90546075391853,0.0302414785099531,-0.714385373173568,-0.00070652520489416,0.013275748422467,-0.00103950823268018,10,0.0722042711550054,1.95480526014821,3.31583937197255,1.98457972869423,3.32611216486608,0.0347024429115003,-0.00171053060126954,-0.00523598796404245,0.013275748422467,0.00837291752277891,-0.0170337372188396,-0.000523598763894954,1,1,0.0443668962812367,0.00337411582665326,0.0444950125659235
4.9,-4.9028198018344,0.0306482206872876,-0.715583041444774,-0.000929827771864498,0.013275748422467,-0.00102817851184782,10,0.0722042711550054,1.78977708668489,3.35949173063345,1.8196147344332,3.36861354116855,0.0345178060002648,-0.00305424068414522,-0.00541052072279431,0.013275748422467,0.00837291752277891,-0.0170337372188396,-0.00122173048159752,1,1,0.0443668962812367,0.00437384044640333,0.0445819690668841
5,-4.89463040632798,0.0311579669950609,-0.710746778799003,-0.000848588237174962,0.0127187957730299,-0.00101578837303692,10,0.0722042711550054,1.87473692814191,3.31580894794125,1.90537818547464,3.32524477269217,0.0360025086660032,-0.000238115086108211,-0.00558505348154618,0.0127187957730299,0.00791082836608026,-0.0170337357317412,-0.00104719752778991,1,1,0.0443654277767781,0.00414861910867699,0.0445589746552296
5.1,-4.89197908846733,0.0317443769005053,-0.712741936701664,-0.000631647587008151,0.0132757489886737,-0.00100245401539154,10,0.0825191670342919,1.87473630197497,3.31581040732284,1.90599141543017,3.32586344577352,0.0373275770670707,0.00159724785404554,-0.00558505348154618,0.0132757489886737,0.00791082836608026,-0.0197184833681032,-0.00104719752778991,1,1,0.0443668962827226,0.00412390923143001,0.0445581430617451
5.2,-4.88933813638032,0.0322754474600743,-0.713939604974173,-0.000419636426115854,0.0132757489886737,-0.000988344971894248,10,0.0825191670342919,1.98484365360518,3.28096948031756,2.01684275962433,3.29180917828527,0.0373275770677067,0.00159724785374664,-0.00575958676044669,0.0132757489886737,0.00837291823636721,-0.0170337357317412,-0.00122173048159752,1,1,0.0443668962827226,0.0043738404212825,0.0445819690658983
5.3,-4.88407649660016,0.0328827410501631,-0.71474184654181,-9.00539611983657e-05,0.0121631624402665,-0.000973659393797674,10,0.0825191670342919,1.98484201498644,3.28097437832187,2.01749018681697,3.29082243926197,0.038655669528542,0.00270365518436804,-0.00593411951919856,0.0121631624402665,0.00547939867158731,-0.0296897467212631,-0.00122173048159752,1,1,0.0443639490378032,0.00442320079884043,0.0445839060596496
5.4,-4.88406659797995,0.0336978013527321,-0.715537451889035,0.000242999914905221,0.0127187957730299,-0.000958637714582117,10,0.0825191670342919,1.98483754086643,3.28097961132491,2.01834392445762,3.29149161771788,0.0414519148635773,0.00358511667521692,-0.00610865227795042,0.0127187957730299,0.00547939867158731,-0.0323291603640128,-0.00174532927800176,1,1,0.0443654277767781,0.00514834377498037,0.0446631461659599
5.5,-4.88146434161041,0.0345598115451169,-0.71338466114838,0.000424393082026203,0.0103789331851709,-0.000943488407148002,10,0.0825191670342919,1.98985103647853,3.24602846110204,2.02435818652481,3.25483214963414,0.0427662527917385,0.00139989251355127,-0.00610865227795042,0.0103789331851709,0.00547939867158731,-0.0197184848476912,-0.00157079638921273,1,1,0.0407213613263917,-0.0155573398019976,0.0435919727701027
5.6,-4.87619045516205,0.0352161444605318,-0.714986332008088,0.000679529676741801,0.00982466908422963,-0.000928455475365667,10,0.0825191670342919,2.0598651527943,3.23734651622949,2.09507301611292,3.24588381761033,0.0414619749076751,0.0029243658045553,-0.00628318555685094,0.00982466908422963,0.00502013786224764,-0.0197184848476912,0.000872664639000881,1,1,0.0407312246966882,-0.0190338028716409,0.0449590738010537
5.7,-4.87354148534939,0.0355429454632049,-0.716977665965905,0.000823680150253242,0.0103789331851709,-0.000913861611176602,10,0.0825191670342919,2.00484363638296,3.20243339353346,2.0404526588772,3.21215461291998,0.0386481796641215,0.00238062301598793,-0.00628318555685094,0.0103789331851709,0.00547939867158731,-0.0197184848476912,-0.00157079638921273,1,1,0.0407213613263917,-0.0155573398019976,0.0435919727701027
5.8,-4.86830239372618,0.0359614975819145,-0.714423900486191,0.000841053416231405,0.00692272455926068,-0.000899935735574702,10,0.0825191670342919,2.01989821021636,3.17627023479716,2.05594251656854,3.18299494324109,0.0399721486918115,-0.000162204873963193,-0.00628318555685094,0.00692272455926068,0.0050201374520451,-0.00469806188423161,-0.000698131685193272,1,1,0.0407826617281413,-0.0166661480641833,0.0440566225320244
5.9,-4.86302572740061,0.0366083682976192,-0.716031318760318,0.000852279230381239,0.00637249013854002,-0.000886969490649255,10,0.0825191670342919,2.01990551361015,3.17627335908425,2.05658959897504,3.18244242513497,0.0427662726365229,0.000770838530285768,-0.0064577183156028,0.00637249013854002,0.00502013786224764,-0.00193830445032384,-0.00139626337038654,1,1,0.0407923759252112,-0.015643980793626,0.0436892672025418
6,-4.85742687752884,0.0369308685054641,-0.715738231614229,0.00059244917499677,0.0098246673825908,-0.000875191894420351,10,0.0928340629135784,1.92989563990537,3.15884464691731,1.96689519674794,3.16864652917659,0.0399727760375271,-0.000676977561236022,-0.0064577183156028,0.0098246673825908,0.00502013762422382,-0.0197184774497521,-0.00174532927800176,1,1,0.0407312247269504,-0.0152848355131833,0.0435046993372257
6.1,-4.85218500838637,0.03734336889722,-0.713190212471468,0.000580353830745361,0.00637248843391691,-0.00086475877486445,10,0.0928340629135784,2.02493946739265,3.13267682512384,2.06233672507746,3.13949286358347,0.0412888662868554,-0.000747447518656989,-0.00663225107435467,0.00637248843391691,0.00456179289745129,-0.00469805458318651,-0.00244346096319503,1,1,0.0407923759552866,-0.0141443937711887,0.0431750137374835
6.2,-4.84954405630193,0.0378446834355888,-0.714387880742813,0.000594992876004091,0.00637248843391691,-0.000856037312619719,10,0.0928340629135784,1.97994202467449,3.12397525813421,2.01782534448383,3.1309738719527,0.0426134756300464,0.000734247893405546,-0.00680678383310653,0.00637248843391691,0.00502013762422382,-0.00193829711342386,0,1,1,0.0407923759552866,-0.0176434298704839,0.0444444434510337
6.3,-4.84428262895344,0.038311360485755,-0.712620437302742,0.000770643819346777,0.00346548297914118,-0.000849098359136455,10,0.0928340629135784,1.82995740252352,3.11518935161394,1.86828564748387,3.11960978456854,0.0427686284356928,0.00139503790511727,-0.00698131711200705,0.00346548297914118,0.00456179289745129,0.0101229825932181,-0.00139626337038654,1,1,0.0408434930683715,-0.0155253226822501,0.0436946972802662
6.4,-4.83870334159646,0.0389879409864872,-0.711546775339512,0.000677127339580652,0.00637248871802032,-0.000844196052409607,10,0.0928340629135784,1.82996204977647,3.11519090842763,1.86896431855632,3.12247732199711,0.0454041745939259,0.000847002079142159,-0.00715584987075891,0.00637248871802032,0.00502013714817795,-0.00193830151556385,-0.000174532921298318,1,1,0.0407923759502741,-0.017393498738774,0.0443458198034971
6.5,-4.83342143742382,0.0398648991188094,-0.713942111883903,0.000583109824321901,0.00637248871802032,-0.000841296379067236,10,0.0928340629135784,1.82996511566661,3.11519190438232,1.86984333022728,3.12243984992352,0.0482069964190884,-0.000311235334599341,-0.00715584987075891,0.00637248871802032,0.00456179242178023,-0.00469805896381392,-0.000174532921298318,1,1,0.0549164234626617,-0.00815282311578228,0.0555183041049312
6.6,-4.83079803054838,0.0405171245540729,-0.711761010673185,0.000523426800429899,0.00401298046340393,-0.000840472519084444,10,0.0928340629135784,1.91497415264707,3.10646253472282,1.95548946950274,3.11147175441558,0.0467355816464248,-0.000939056798576218,-0.00715584987075891,0.00401298046340393,0.00456179242178023,0.00732567301359999,0.000523598763894954,1,1,0.0549360969448409,-0.00902294866450692,0.055672150579399
