t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad],u_velo_raw [m/s],vm_velo_raw [m/s],psi [rad],psi_hat_GNSS_f2a [rad],psi_hat_GNSS_f23 [rad],psi_hat_GNSS_a23 [rad],r_angvelo_raw [rad/s],chosen_GPS,chosen_headind_method
0,-0.780244266345617,-0.00213219123070173,2.49379637290806,0.00539976662737944,0.0256926299514946,-0.000145827757986873,10,0,2.38503565985005,2.78378912859053,2.38115131252384,2.811292253143,-0.00213219123070173,0.00539976662737944,0.000698131685193272,0.0201740860845623,0.0256926299514946,0.0565098771548314,-0.000872664639000881,1,2
0.1,-0.782885219104683,-0.00208053678503678,2.49499404148534,0.00538161414761098,0.0256926299514946,-0.000151640786925229,10,0,2.59504839420723,2.80994843904336,2.59131671215199,2.83735062106131,0.00308490778145744,0.00356636617076534,0.000349065842596636,0.0213079396396523,0.0256926299514946,0.0498053383570765,-0.000349065842596636,1,2
0.2,-0.782885219104683,-0.00203993667697597,2.49499404148534,0.00529014976527718,0.0256926299514946,-0.000155796591040764,10,0,2.52502995655094,2.93212155751082,2.52192524394591,2.95970621617671,1.68255433241764e-07,0.000694178314673232,0.000174532921298318,0.0213079396396523,0.0256926299514946,0.0498053383570765,-0.000174532921298318,1,2
0.3,-0.782867181193937,-0.00189049854867217,2.49429870618299,0.00536149178971093,0.0261783626563747,-0.000158021218129637,10,0,2.52506102608905,2.93210050019589,2.52205689399039,2.96023139952771,0.00308595040042806,0.00774527433955481,0.000174532921298318,0.0213079396396523,0.0261783626563747,0.0531359647883185,0.000349065842596636,1,2
0.4,-0.782885219104683,-0.00170788647163556,2.49499404148534,0.005397667986435,0.0256926299514946,-0.000158020269287931,10,0,2.24008522794588,2.97569839936779,2.23744371668444,3.0037070377078,0.00308218857939586,0.0063570248505558,0,0.0213079396396523,0.0256926299514946,0.0498053383570765,0.000349065842596636,1,2
0.5,-0.779873520059145,-0.00161803243256768,2.49794191326027,0.00534678628889511,0.0281280359834459,-0.000155534471650126,10,0,2.16011585685249,2.89714502212801,2.15717602078781,2.92755972854718,6.10559225578151e-06,0.00418167178788961,-0,0.0241915989315806,0.0281280359834459,0.0498053383570765,-0.00139626337038654,1,2
0.6,-0.779873520059145,-0.00153331673329401,2.49794191326027,0.00524969382459754,0.0281280359834459,-0.000150375454864012,10,0,2.16011300183829,2.89714606715722,2.15728037217898,2.92752658691028,4.24673392684038e-06,0.00348749594006925,-0.000174532921298318,0.0207403420775261,0.0281280359834459,0.0687365684391812,0.000349065842596636,1,2
0.7,-0.782474476939827,-0.00128560025607585,2.49774229371762,0.00515513284404822,0.0291041955343789,-0.000142157161878325,10,0,2.1301415428289,2.90583335030982,2.12757952996277,2.93725485371877,0.00261331541258802,0.00361133706605783,-0.000174532921298318,0.021307940204834,0.0291041955343789,0.0721825065739592,-0.000872664639000881,1,2
0.8,-0.782494665357149,-0.00103784738464764,2.4984416309925,0.00501065514639487,0.0286156280622876,-0.000130662167094295,10,0,2.26517543584597,2.87090703709805,2.26268704984451,2.90166598094818,0.00261172162682994,0.00291298482370096,-0.000174532921298318,0.021307940204834,0.0286156280622876,0.0687365684391812,-0.000872664639000881,1,2
0.9,-0.782494665357149,-0.00078583445260452,2.4984416309925,0.00486580515265056,0.0286156280622876,-0.00011567071635664,10,0,2.26519374700217,2.87087488058337,2.26296598332801,2.90163732391835,0.00261172162682994,0.00291298482370096,-0.000174532921298318,0.021307940204834,0.0286156280622876,0.0687365684391812,-0.000872664639000881,1,2
