t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad]
2501.7,32.2616772453095,0.237406809963472,-4.04533670038818,-0.0133377088226132,0.21851887915061,0.0104767459539057,9.99969482421875,0.0,0.208326098609578,4.85815679260499,0.282972844053504,4.10959855931386
2501.8,32.2844732925511,0.237380651815576,-4.04463176909287,-0.0141423534826805,0.22208070486684,0.0112393200592411,9.99969482421875,0.0,0.208776683013256,4.85848085321631,0.282605920165251,4.11258663985212
2501.9,32.3062483813564,0.237421387445109,-4.03936387431019,-0.0141440463482289,0.22237731148104,0.0119612910023066,9.99969482421875,0.0,0.209204286791534,4.85927504320297,0.282740811553036,4.11435818931131
2502.0,32.3317542826442,0.237323873818834,-4.03123043359993,-0.0148544830003478,0.225229777053557,0.012635318545561,9.99969482421875,0.0,0.1219343998963,3.46764543131209,0.353664063681665,3.43530758772001
2502.1,32.3544951418944,0.237203913299055,-4.03013736689171,-0.0155690389253231,0.228518760076116,0.0132546299179979,9.99969482421875,0.0,0.121963268494841,3.47165358970278,0.353398170538741,3.4379602565191
2502.2,32.378817564926,0.238029335814397,-4.02565284111439,-0.0153995061932085,0.228518758365419,0.0138132277024648,9.99969482421875,0.0,0.220949554305359,3.46249334944963,0.450982911238493,3.49079118799095
2502.3,32.4029971024327,0.237659196353404,-4.02055337546146,-0.0151239924614025,0.228077891911683,0.0143059339298583,9.99969482421875,0.0,0.220985049860849,3.46258842936482,0.450680035365854,3.49111716364992
2502.4,32.4294590352725,0.237042881898128,-4.0163591741396,-0.0161855499975953,0.233760936836,0.0147282748088913,9.99969482421875,0.0,0.221378283800645,3.46552926384828,0.45019713783455,3.49621470557248
2502.5,32.4513682167778,0.236488889830349,-4.01163187259689,-0.015986782637746,0.234446461917643,0.0150767970214421,9.99969482421875,-0.225199833384828,0.233350193796803,3.46147553490635,0.461592181667794,3.50069406788363
2502.6,32.4732784687396,0.235931509867463,-4.00690610651994,-0.0157171251885504,0.235133197973615,0.0153489818949856,9.99969482421875,-0.616851717532356,0.233521599094643,3.46193349712001,0.461224181295084,3.50240910494299
2502.7,32.4963298285023,0.235725521349345,-4.00689124428993,-0.0164092934446625,0.239204812707868,0.0155431857454362,9.99969482421875,-0.616851717532356,0.235665165629569,3.34584683557939,0.467560366457708,3.44798661766619
2502.8,32.5204682528554,0.235602622853287,-4.00165133466547,-0.0159018192085201,0.238661884014028,0.0156588765315195,9.99969482421875,-0.616851717532356,0.235676539881184,3.3463296765818,0.46747036814206,3.44878828117968
2502.9,32.5423840233164,0.235556811551795,-3.99693070570116,-0.0157548432049074,0.239353012847132,0.0156965173583884,9.99969482421875,-0.616851717532356,0.235682195102677,3.34649655378818,0.467436034917439,3.44988454340046
2503.0,32.5647969096477,0.235408059233455,-3.99423188012882,-0.0162259842549064,0.241498072069086,0.0156573418298225,9.99969482421875,-0.616851717532356,0.162485650350651,2.66678515384189,0.390567464928111,3.14922452770981
2503.1,32.5869144488473,0.235282737344312,-3.99031529631605,-0.0162933284827099,0.242768086408742,0.0155435955656982,9.99969482421875,-0.616851717532356,0.162535713713352,2.66679328313759,0.390509936013354,3.15022502379945
2503.2,32.6303575159535,0.235176593904265,-3.97927431421946,-0.0159551303087355,0.243000757020962,0.0153584085677914,9.99969482421875,-0.616851717532356,0.209890866174025,2.60999040763251,0.433734306321205,3.09861897876018
2503.3,32.6305576596468,0.234972518764132,-3.98008067072242,-0.0157195038343212,0.243580941297903,0.0151056885079518,9.99969482421875,-0.616851717532356,0.210024578861398,2.60961015183245,0.433583591859633,3.0993348063683
2503.4,32.6544966396558,0.234612467237748,-3.97464097673846,-0.01671558495707,0.249251019876408,0.0147900756779601,9.99969482421875,-0.548312637806539,0.210115023696873,2.60989238673721,0.433622889215794,3.10264873697327
2503.5,32.6761781092374,0.234669402338545,-3.96895878282649,-0.0162854807072086,0.249251019459783,0.0144167434102806,9.99969482421875,-0.244782427592205,0.219727901487499,2.31624731467594,0.422897485832484,2.95708004392512
2503.6,32.6978595743337,0.234824596978612,-3.96327658595502,-0.0158358524617015,0.249251017583066,0.0139914243878927,9.99969482421875,0.0,0.219937112546062,2.31566977762085,0.422996582258836,2.95773466153836
2503.7,32.722429806181,0.234959714440299,-3.95976417708615,-0.0153673920599227,0.249951578394914,0.0135202935785556,9.99969482421875,0.0,0.247189009581457,2.12087933385433,0.428680799810968,2.83598731051893
2503.8,32.744610249159,0.235071939132327,-3.95603079888523,-0.0151550860285056,0.251356381304505,0.0130098101225686,9.99969482421875,0.0,0.247431193442329,2.12048898556886,0.428840325194105,2.83750002005954
2503.9,32.7689326644392,0.235297684242156,-3.951546271475,-0.0145087825598968,0.251356381098878,0.0124666125733974,9.99969482421875,0.0,0.247702445268184,2.12000543466665,0.428885153836349,2.83853106079733
2504.0,32.7940164163973,0.235580301999159,-3.95001351864598,-0.0143630210089858,0.253485131918025,0.0118974917894192,9.99969482421875,0.0,0.209340692392792,1.84278913355698,0.363105604429325,2.75793988457585
2504.1,32.8156978799396,0.235867447148925,-3.9443313243983,-0.0137372665062703,0.253485132755672,0.0113092186587156,9.99969482421875,0.0,0.209673172848928,1.84260980588547,0.363207028158241,2.75915742733109
