t [s],x_position_mid [m],u_velo [m/s],y_position_mid [m],vm_velo [m/s],psi_hat [rad],r_angvelo [rad/s],n_prop [rps],delta_rudder [rad],wind_velo_relative_mid [m/s],wind_dir_relative_mid [rad],wind_velo_true [m/s],wind_dir_true [rad]
0.0,2.02756104462075,0.0029956101105733,1.11658592398702,0.0028606930694873,0.0114336954232008,-0.0001968712752583,7.568359375,0.0,0.679983631878655,6.04758491636584,0.677747478994408,6.05388257541941
0.1,2.02755344105657,0.0029942547134153,1.11726499290861,0.0028553895095572,0.0109594555521511,-0.0001507912528607,7.882080078125,0.0,0.340130737394487,5.68455353674783,0.339290273199743,5.68358642439584
0.2,2.02755344105657,0.002994257824447,1.11726499290861,0.0028422694332167,0.0109594555521511,-9.75070593752414e-05,7.882080078125,0.0,0.320056662710411,5.5595449691008,0.319721061218278,5.55763825025501
0.3,2.02756104462075,0.0030708716884444,1.11658592398702,0.0028257695564825,0.0114336954232008,-3.72470523832046e-05,7.882080078125,0.0,0.31989957281825,5.38384487276894,0.320229528788229,5.38224284264001
0.4,2.02756104462075,0.0031658690505334,1.11658592398702,0.0027813626401768,0.0114336954232008,2.97979446427204e-05,7.882080078125,0.0,0.319946719117368,5.38349421766874,0.320185959594428,5.38167841552921
0.5,2.02755344105657,0.0032753780404263,1.11726499290861,0.0027004977979672,0.0109594555521511,0.0001031874477208,7.882080078125,0.0,0.330004842664988,5.38278916692588,0.330115353505004,5.38068530178134
0.6,2.02756104462075,0.003399089468433,1.11658592398702,0.0026788850142114,0.0114336954232008,0.0001823837160381,7.882080078125,0.0,0.375158134151555,5.69374052018302,0.373821403881184,5.69396532114218
0.7,2.02756104462075,0.0035292494922496,1.11658592398702,0.0026575595408579,0.0114336954232008,0.0002669245505602,8.11737060546875,0.0,0.375199535272605,5.69349002882539,0.373740288021997,5.69354660411477
0.8,2.0301943961513,0.0036619882576761,1.11606732387561,0.0028641884976695,0.0109594551285779,0.0003562078623116,9.9212646484375,0.0,0.335201631826987,5.61898588745811,0.334094686022413,5.616188437002
0.9,2.02756104462075,0.0039797949267567,1.11658592398702,0.0030308817781315,0.0114336954232008,0.0004495306660079,9.99969482421875,0.0,0.335243161455627,5.61879303265868,0.333994099140871,5.61549612625311
1.0,2.03052375134571,0.0039976200244331,1.11948068021756,0.0029683385013067,0.0139055088567763,0.0005462914722079,9.99969482421875,0.0,0.335282242978403,5.61866147015768,0.333980421094104,5.61795890919767
1.1,2.03052375134571,0.0040076080669644,1.11948068021756,0.0028910036527694,0.0139055088567763,0.0006456946217442,9.99969482421875,0.0,0.280279103890477,5.72444211437799,0.278422334757214,5.72164726166501
1.2,2.03052375134571,0.0040172814489188,1.11948068021756,0.0028438545519764,0.0139055088567763,0.0007470503634761,9.99969482421875,0.0,0.280311701658312,5.72430205902163,0.278422625574752,5.7216456561646
1.3,2.03315538675941,0.0040251984117876,1.11896485952729,0.0028290031005829,0.0134293128750869,0.0008495969476875,9.99969482421875,0.0,0.28034313023032,5.7241544828183,0.278441945586107,5.72107178161378
1.4,2.03316470644099,0.0041622429954033,1.1182830111872,0.0029323263338744,0.0139055084305919,0.0009525786231262,9.99969482421875,0.0,0.415324416662154,5.15740498100473,0.416221171840626,5.15910003413417
1.5,2.03316470644099,0.0044025324917393,1.1182830111872,0.0029773492368798,0.0139055084305919,0.0010553290346147,9.99969482421875,0.0,0.415367953249011,5.15735392554183,0.416204130864832,5.15847743866783
1.6,2.03315538675941,0.004624599180009,1.11896485952729,0.0028662722009237,0.0134293128750869,0.0011571467451473,9.99969482421875,0.0,0.400425176383776,5.18330602581817,0.400927118115856,5.18297753490548
1.7,2.03315538675941,0.0048313928833391,1.11896485952729,0.0027310944523937,0.0134293128750869,0.0012573600605506,7.4114990234375,0.0,0.425432902164069,5.28804397260341,0.425123926038841,5.28815502886927
1.8,2.03574594392774,0.0050140933723597,1.12198146189216,0.0026215050429411,0.0104861747688909,0.0013554017890462,0.0,0.0,0.425482743767379,5.28798796519472,0.42497851673743,5.28488926813834
1.9,2.03574594392774,0.0052929314542752,1.12198146189216,0.0021041323607097,0.0104861747688909,0.0014506989834791,0.0,0.0,0.430640119606195,5.40876875826436,0.428784936910837,5.40583708928538
2.0,2.03575321100776,0.0054115793810858,1.12130376650425,0.0014961811252,0.0109594529507244,0.0015428057587311,0.0,0.0,0.430818496076363,5.40925020706477,0.42827450855,5.40696551652185
2.1,2.03575321100776,0.0055192687947003,1.12130376650425,0.0009112032737877,0.0109594529507244,0.0016313440025956,0.0,0.0,0.51601626166477,5.26940767496698,0.513593185048636,5.26883931427527
2.2,2.03574594392774,0.0056173329692105,1.12198146189216,0.000380195104373,0.0104861747688909,0.0017160663625912,0.0,0.0,0.586264549073078,5.34975559120673,0.582745105378886,5.35074447677295
2.3,2.03574594392774,0.0057063917924294,1.12198146189216,2.70491690512141e-05,0.0104861747688909,0.0017967507465133,0.0,0.0,0.58635143306027,5.3497052047606,0.582444422355419,5.35098288850895
2.4,2.03870522287177,0.0059275236601424,1.12488177556878,-0.0001425009844516,0.0129540795369711,0.0018732030530957,0.0,0.0,0.586362247276609,5.34955454376995,0.582212303200921,5.35329247446481
2.5,2.0413375390503,0.0061287421900311,1.12436320874156,-0.0003131193795404,0.0124798081227524,0.0019454831766183,0.0,0.0,0.751503635964538,5.20199915831685,0.747955088286336,5.20652318386488
2.6,2.04139618911076,0.0063099640795963,1.12015858693596,-0.0005212541476436,0.0154162832274387,0.0020136444730656,2.62725830078125,0.0,0.751540917441509,5.2019355312024,0.747733534151508,5.20939275818674
2.7,2.04140688576201,0.0066177253383673,1.11947536320982,-0.0005620083539617,0.0158934532425679,0.0020777634092282,6.4703369140625,0.0,0.851561556729635,5.21063544563868,0.847555272154903,5.21932120419337
2.8,2.04403714185358,0.0067925800728551,1.11896091836604,-0.0005721883701216,0.0154162832274387,0.0021380720213049,9.9212646484375,0.0,0.996558950828482,5.21039014754136,0.992494565293011,5.21955393193855
2.9,2.04377093072146,0.0072173683593738,1.11064591741473,-0.0003441852757168,0.0158934525199743,0.0021949280053046,9.99969482421875,0.0,0.996551590592252,5.21037207321644,0.992521908911283,5.21954080697915
3.0,2.04377093072146,0.0076030159370719,1.11064591741473,-0.0001353784673145,0.0158934525199743,0.0022485742991346,9.99969482421875,0.0,1.04150123891506,5.26239802701411,1.03713979914357,5.27166453220937
3.1,2.04378197600922,0.0079524765570975,1.10996131702519,5.00193134909092e-05,0.0163715876402015,0.0022994760166908,9.99969482421875,0.0,1.08643036348731,5.21871371245435,1.08239767765315,5.22822287369008
3.2,2.04378197600922,0.0082689235705255,1.10996131702519,0.0001891283443774,0.0163715876402015,0.0023481171820557,9.99969482421875,0.0,1.07148605644368,5.11440530350963,1.06828137681473,5.12317504148919
3.3,2.04636947015381,0.0085547256350375,1.11229466833818,0.0003362166421159,0.0139055084305919,0.0023949042588948,9.99969482421875,0.0,1.17634656189313,5.00951899099874,1.17408553177479,5.01601803402879
3.4,2.04934078927874,0.0089213874792568,1.11519775710971,0.0001430788106268,0.0163715883633626,0.0024403645957544,9.99969482421875,0.0,1.17637930976939,5.00950207175106,1.17382658723524,5.0182404788532
